card_id,source_type,source_id,utterance_id,event_or_publish_date,collected_date,period_bucket,platform,source_url,rating,verbatim_excerpt,paraphrase,context,trigger_signal,behavior,outcome,alternative_service,primary_tag,secondary_tag,sentiment,evidence_type,evidence_strength,dedupe_key,cluster_id,need_statement,researcher_memo,pii_removed,coder,coding_status
GP074,app_review,S001,80f369de-3,2025-11-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,1.소개팅 술모임이지 이게무슨 취향이같은친구를 찾는모임어플인가 싶을정도로 변질됨,취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-80f369de-4ab7-41db-bfcb-fba08adb5bc3-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 기대불일치 카드를 2차 검토에서 병합함.,Y,Codex(AI),coded
GP075,app_review,S001,80f369de-4,2025-11-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,2.돈벌어야되는건 알겠지만 1번으로느껴지게 죄다비싼 술모임만 윗쪽에 편성해놔서 일부 진짜.취지에맞는소셜링은 찾으려면 바닷가에서 진주찾기수준,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,찾으려면,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,medium,gplay-80f369de-4ab7-41db-bfcb-fba08adb5bc3-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP076,app_review,S001,80f369de-5,2025-11-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,6.고객센터전화가아예없다는것 자체가 소통의지없음,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,고객센터,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-80f369de-4ab7-41db-bfcb-fba08adb5bc3-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP077,app_review,S001,872d3faa-1,2025-11-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,셔플링 등록하고 싶은데 관심지역 선택 가능한 항목이 없어서 등록을 못했어요 🥲,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,관심지역 선택 가능한 항목이 없,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,medium,gplay-872d3faa-ae10-4dc3-bfb2-4cb7a37b6e61-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP078,app_review,S001,12eefb59-1,2025-10-29,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,소셜링 내용이 갑자기 바뀌어서 환불요청을 하였으나 시스템상 환불이 되지않고 카카오 고객문의도 답이없어요 해결해주세요,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-12eefb59-380f-4db5-b5cf-eee5b4e65c61-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP079,app_review,S001,936c3080-1,2025-10-21,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,카카오톡으로 5초만에 시작하기 하면 전화번호 인증시 이미 가입되어있다고 뜨는데 막상 로그인하려면 계정이 없다해요 재가입도 안되고 로그인도 안되고 비번찾기도 안되고 아이디 찾기도 안되고...,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,전화번호,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-936c3080-ceca-47ca-9bce-745e27ca3bd4-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 경험품질 카드를 2차 검토에서 병합함.,Y,Codex(AI),coded
GP081,app_review,S001,efd4ce94-2,2025-10-17,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,참석자인줄 알고 봤더니 스탭이 참여자인척 참석하는게 너무 많습니다..인기있어보이려는거 이건 뭐 제재 안하나요???,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,제재,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,호스트상업화,negative,outcome,medium,gplay-efd4ce94-11df-404f-8211-ca3579f5f219-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토에서 동일 발화의 호스트상업화 카드와 병합함.,Y,Codex(AI),verified
GP082,app_review,S001,98c3a6df-1,2025-10-14,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"이메일로 가입 되었다고 비밀번호 입력하면 가입 된 내역이 없다면서, 아이디 찾기 하면 그 이메일 나오고 계속 반복되는데 확인 부탁드려요",앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,아이디 찾기,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-98c3a6df-4ee1-419d-876b-d7965ad09947-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP083,app_review,S001,38bb76c8-1,2025-10-02,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,모임 오는 사람 중에 범죄자도 있어요...,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,범죄자,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-38bb76c8-ab63-43c4-9e37-08a3d1886e59-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP084,app_review,S001,2bc81a1c-1,2026-07-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,혼자서 할 때보다 즐거운 취미 생활!,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,즐거,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-2bc81a1c-2283-40d1-939b-65fc9e7898b3-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP085,app_review,S001,d16f5cd2-1,2026-06-13,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,소셜링의 다양한 참여 기회 제공,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,low,gplay-d16f5cd2-dc83-4234-8962-73b4a562f72c-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP086,app_review,S001,7539e4bd-1,2026-05-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,4,그리고 문의를 해도 답장이 안 와요.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,문의,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,mixed,outcome,medium,gplay-7539e4bd-4744-4017-99d8-e28f5dc1a91d-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP087,app_review,S001,7539e4bd-2,2026-05-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,4,탈퇴 후 재가입하려고 하니 인증번호가 오질 않습니다.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,인증번호,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,mixed,outcome,medium,gplay-7539e4bd-4744-4017-99d8-e28f5dc1a91d-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP088,app_review,S001,a764c76a-1,2026-04-28,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,문토를 많이 이용해본 결과 다양한 사람들과 함께 어울리며 취미생활을 공유하고 이런 자리를 만들어주시는 호스트님들께 감사하다고 생각했습니다 돈으로도 못구매하는 값진 경험 많이 하고 좋은 사람들…,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-a764c76a-6f22-41ee-9fe7-3565ced6f675-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP089,app_review,S001,f464a544-1,2026-04-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,문토 덕분에 취미생활을 더욱 재밌고 보람있게 보낼수있어서 좋아요.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-f464a544-d6bf-401e-908e-6124f680306c-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP090,app_review,S001,7eb6ef19-1,2026-04-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,문토 덕분에 일상이 훨씬 풍요로워졌습니다.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,풍요,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-7eb6ef19-6054-477f-832d-62b04beddd01-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP091,app_review,S001,6b201ff5-1,2026-04-24,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,결이 맞는 사람들을 만나게 되면 정말 즐겁고 좋은 시간을 보낼 수 있었어요,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-6b201ff5-cebe-46a1-af99-169a463edff1-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP092,app_review,S001,3da30c22-1,2026-04-23,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,취미와 여러 사람들과 어울릴 기회가 있어 좋았어요^^,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-3da30c22-2ded-4bfa-b1b3-c43b1c98bbca-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP093,app_review,S001,0b508548-1,2026-04-23,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,지인 추천으로 가입해봤는데 너무 좋나요 타지에서 무료했는데 덕분에 사람들도 많이 만나고 좋네요!,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-0b508548-8d19-46b4-b8bf-dfaf1bf9028b-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP094,app_review,S001,48d4a9ba-1,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,"사회에서 잃어버리는 인류애 여기서 좋은사람들 만나고 궁금했던, 흥미있는 활동들 하면서 다시 회복하곤 합니당 ㅎㅎ 혼자서 가기 힘든 나들이 삼삼오오 모여가니 하루 진짜 알차게 보내게되요!",관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-48d4a9ba-bd57-4d4d-9776-85723cea3d9d-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP095,app_review,S001,e7018487-1,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,문토 통해서 좋은 모임을 만들고 좋은 사람들과 취미를 공유하며 활동할 수 있어서 너무 좋습니다 애용하는 모임 앱으로서 많은 분들에게 추천드려요:),관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-e7018487-c171-48cd-9bbc-5fd64b6134a6-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP096,app_review,S001,a5446aaf-1,2026-04-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,다양한 경험을 쌓게 도움을 주는 플랫폼이어서 좋아요!,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-a5446aaf-cd0d-43ed-9645-d75ecbbd1f4d-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP097,app_review,S001,f3f4c9d3-1,2026-04-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,수도권이 아닌 지역 모임이 적은것은 아쉽지만 모임을 하면서 지루한 삶에 활력이 될 수가 있었습니다.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,활력,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-f3f4c9d3-f2da-4432-bb85-37bb438b1962-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP098,app_review,S001,a2cfbaf6-1,2026-04-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,"이전의 내가 무언가 고여서 리프래시하거나, 배우고 싶거나 잠깐의 설레임이 필요할 때, 소소한 즐거움을 느끼게 해줬던 존재였던 거 같습니다.",관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,즐거,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-a2cfbaf6-50a8-4237-af41-88374c7ce6d8-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP099,app_review,S001,c1642262-1,2026-04-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,5,​지인 추천으로 시작했는데 생각보다 주제가 정말 다양해서 놀랐어요!,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,positive,outcome,medium,gplay-c1642262-75e3-49cb-8cc3-c597e1fc635c-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
